Date Reported,Nature (Classification),Disposition,Date/Time Occurred,General Location
12/15/2024,Vandalism,Report Filed,Unknown - 12/14/2024,Coal Oil Point Reserve
12/15/2024,Possess Controlled Substance Possess Unlawful Drug Paraphernalia,"Arrest, 1",12/15/2024 2057,Parking Lot 14
12/15/2024,Vandalism,"Citation, 3",12/14/2024 0134,El Colegio Road/Camino Corto
12/15/2024,Grand Theft,Report Filed,12/14/2024 1103,900 Blk Embarcadero Del Mar
12/15/2024,Possession of Methamphetamine with Intent to Sell Transporting Controlled Substance for Sale,Arrest, 1,, <-- (Date/Time Occurred not provided)
12/16/2024,Clery: Hate Crime - Vandalism - Bias Based on Race,CSA Report Filed,Unknown,Campus Housing
12/16/2024,Clery: Fondling,CSA Report Filed,10/31/2023 Unknown,Campus Housing
12/16/2024,Clery: Stalking,Report Filed,2/16/2024 0121 - 12/16/2024 2200,Campus Housing
12/17/2024,Driver in Possession of Open Container in a Vehicle Driving on Revoked/Suspended License Possess Controlled Substance Possess Unlawful Drug Paraphernalia,"Arrest, 1",12/17/2024 2348,Goleta Beach
12/18/2024,Grand Theft,Report Filed,1/20/2024 1445 - 11/20/2024 1745,Ocean Science Education Building
12/18/2024,Petty Theft,Report Filed,2/18/2024 1300 - 12/18/2024 1315,San Joaquin Villages Bike Racks
12/19/2024,Battery,"Arrest, 1",12/18/2024 1753,800 Blk Embarcadero Del Mar
12/19/2024,Public Intoxication Weapon on University Property Threats or Violent Resistance Against a Police Officer,"Arrest, 1",2/19/2024 0923 - 12/19/2024 1129,Tropicana Gardens
12/19/2024,Obstruct/Resist/Etc Police Officer/Emergency Med Tech Motor Vehicle Theft (Electric Bicycle),Report Filed,2/19/2024 1730 - 12/19/2024 1800,Recreation Center Bike Racks
12/20/2024,No Crimes Reported,,,,
12/21/2024,No Crimes Reported,,,,
12/21/2024,Alcohol Violation (not Public Intoxication),"Citation, 1",12/21/2024 0012,Camino Corto/ Del Playa
12/21/2024,Alcohol Violation (not Public Intoxication),"Citation, 1",12/21/2024 0012,Camino Corto/ Del Playa
12/21/2024,Alcohol Violation (not Public Intoxication),"Citation, 1",12/21/2024 0012,Camino Corto/ Del Playa
12/21/2024,Alcohol Violation (not Public Intoxication),"Citation, 1",12/21/2024 0012,Camino Corto/ Del Playa
12/21/2024,Alcohol Violation (not Public Intoxication),"Citation, 1",12/21/2024 0012,Camino Corto/ Del Playa
12/21/2024,Public Intoxication,"Arrest, 1",12/21/2024 2112,900 Blk Embarcadero Del Mar
12/21/2024,Public Intoxication,"Arrest, 1",12/21/2024 2112,900 Blk Embarcadero Del Mar
12/22/2024,No Crimes Reported,,,,
12/23/2024,Theft from a Motor Vehicle,Report Filed,2/20/2024 1600 - 12/23/2024 0600,Santa Ynez Apartments Maintenance Shop
12/24/2024,Misappropriation of Lost Property Petty Theft Burglary,"Report Filed Arrest, 1",2/20/2024 1800 - 12/23/2024 1040,Chemistry Building
12/24/2024,Assault,"Arrest, 1",12/23/2024 1833,6500 Blk Pardall Road
12/25/2024,Vandalism,Report Filed,6/20/2024 - 12/25/2024,Williamson Center (Devereux)
12/26/2024,No Crimes Reported,,,,
12/27/2024,Trespass (Clery: Burglary),Report Filed,Unknown,Former Women's Center (Student Annex Building)
12/27/2024,Possession of Drug Paraphernalia Possession of Marijuana in a Vehicle,"Arrest, 2",12/26/2024 2358,Camino Del Sur/ Sueno Road
12/28/2024,No Crimes Reported,,,,
12/29/2024,Illegal Lodging,Report Filed,12/29/2024 0447,El Centro
12/29/2024,Theft by Use of Access Card Information,Report Filed,12/19/2024 1840 - 12/19/2024 1920,San Clemente Villages
